type,raid_group_name,member_name,character_name,character_class,character_is_alt,character_inactive_at,character_note,sort_order,item_name,item_id,is_offspec,note,received_at,import_id,item_note,item_prio_note,item_tier,item_tier_label,created_at,updated_at
received,"Main raid",symö,Lavadelrey,Shaman,0,,,22,"Breastplate of the Lost Protector",40626,1,,"2022-11-24 00:00:00",1669320549-11-Lavade,,,,,,"2022-11-24 21:48:02","2023-04-13 21:08:19"
received,"Main raid",symö,Lavadelrey,Shaman,0,,,23,"Crown of the Lost Protector",40632,0,,"2022-11-24 00:00:00",1669324671-71-Lavade,,,,,,"2022-11-24 21:48:02","2023-04-13 21:08:19"
received,"Main raid",symö,Lavadelrey,Shaman,0,,,24,"Footwraps of Vile Deceit",40243,0,,"2022-11-24 00:00:00",1669322608-45-Lavade,,,,,,"2022-11-24 21:48:02","2023-04-13 21:08:19"
received,"Main raid",symö,Lavadelrey,Shaman,0,,,25,"Gauntlets of the Lost Protector",40629,1,,"2022-11-24 00:00:00",1669318984-3-Lavadel,,,,,,"2022-11-24 21:48:02","2023-04-13 21:08:19"
received,"Main raid",symö,Lavadelrey,Shaman,0,,,26,"Boots of the Great Construct",40367,1,,"2022-11-24 00:00:00",1669324124-64-Lavade,,,,,,"2022-11-24 21:48:02","2023-04-13 21:08:19"
received,"Main raid",symö,Lavadelrey,Shaman,0,,,27,"Leggings of Colossal Strides",40201,1,,"2022-11-24 00:00:00",1669322577-43-Lavade,,,,,,"2022-11-24 21:48:02","2023-04-13 21:08:19"
received,"Main raid",symö,Lavadelrey,Shaman,0,,,28,"Benefactor's Gauntlets",40302,0,,"2022-11-17 00:00:00",1668714680-19-Lavade,,,,,,"2022-11-17 21:57:26","2023-04-13 21:08:19"
received,"Main raid",symö,Lavadelrey,Shaman,0,,,29,"Upstanding Spaulders",44003,1,,"2022-11-17 00:00:00",1668712768-6-Lavadel,,,,,,"2022-11-17 21:57:26","2023-04-13 21:08:19"
received,"Main raid",symö,Lavadelrey,Shaman,0,,,30,"Torch of Holy Fire",40395,0,,"2022-11-17 00:00:00",1668719944-79-Lavade,,,,,,"2022-11-17 21:57:26","2023-04-13 21:08:19"
received,"Main raid",symö,Lavadelrey,Shaman,0,,,31,"Voice of Reason",40401,0,,"2022-10-11 00:00:00",166551656140401-Lava,,,,,,"2022-10-21 08:21:13","2023-04-13 21:08:19"
received,"Main raid",symö,Lavadelrey,Shaman,0,,,32,"Dying Curse",40255,0,,"2022-10-09 00:00:00",166535007740255-Lava,,,,,,"2022-10-21 08:17:28","2023-04-13 21:08:19"
received,"Main raid",,Lomakot,Shaman,0,,,0,Wrathstone,45263,0,,"2023-05-11 00:00:00",1683832539-19-Lomako,,,,2,,"2023-05-11 21:35:02",
received,"Main raid",,Lomakot,Shaman,0,,,0,"Runeshaper's Gloves",45239,1,,"2023-05-11 00:00:00",1683834019-25-Lomako,,,,3,,"2023-05-11 21:35:02",
received,"Main raid",,Lomakot,Shaman,0,,,0,"Legplates of the Wayward Protector",45654,0,,"2023-05-11 00:00:00",1683836161-5-Lomakot,,,,3,,"2023-05-11 21:35:02",
received,"Main raid",,Lomakot,Shaman,0,,,0,"Cowl of Dark Whispers",45532,1,,"2023-05-11 00:00:00",1683839972-18-Lomako,,,,3,,"2023-05-11 21:35:02",
received,"Main raid",Xilian,Luxion,Mage,0,,,0,"Signet of Manifested Pain",40399,0,,"2023-01-19 20:46:00",1674158664-65-Luxion,,,,,,"2023-01-19 20:46:00",
received,"Main raid",Xilian,Luxion,Mage,0,,,0,Intensity,45171,0,,"2023-01-22 00:00:00",1674416905-8-Luxion,,,,3,,"2023-01-24 08:44:19",
received,"Main raid",Xilian,Luxion,Mage,0,,,0,"Mantle of the Wayward Vanquisher",45658,0,,"2023-01-24 00:00:00",1674592125-8-Luxion,,,,3,,"2023-01-24 21:17:01",
received,"Main raid",Xilian,Luxion,Mage,0,,,0,"Gauntlets of the Wayward Vanquisher",45643,0,,"2023-01-26 00:00:00",1674766764-33-Luxion,,,,3,,"2023-01-26 22:08:29",
received,"Main raid",Xilian,Luxion,Mage,0,,,0,"Pendant of Fiery Havoc",45133,0,,"2023-02-23 00:00:00",1677177987-0-Luxion,,,,2,,"2023-02-23 22:16:44",
received,"Main raid",Xilian,Luxion,Mage,0,,,0,"Drape of Mortal Downfall",45242,0,,"2023-02-23 00:00:00",1677180513-19-Luxion,,,,2,,"2023-02-23 22:16:44",
received,"Main raid",Xilian,Luxion,Mage,0,,,0,"Starshard Edge",45620,0,,"2023-02-26 00:00:00",1677438990-3-Luxion,,,,1,,"2023-02-26 21:48:33",
received,"Main raid",Xilian,Luxion,Mage,0,,,0,"Legplates of the Wayward Vanquisher",45655,0,,"2023-03-02 00:00:00",1677793680-23-Luxion,,,,2,,"2023-03-02 22:25:29",
received,"Main raid",Xilian,Luxion,Mage,0,,,0,"Pandora's Plea",45490,0,,"2023-03-02 00:00:00",1677794639-28-Luxion,,,,1,,"2023-03-02 22:25:29",
received,"Main raid",Xilian,Luxion,Mage,0,,,0,"Grasps of Reason",45446,0,,"2023-03-16 22:15:13",1678992428-15-Luxion,,,,2,,"2023-03-16 22:15:13",
received,"Main raid",Xilian,Luxion,Mage,0,,,0,"Archivum Data Disc",45857,0,,"2023-03-16 22:15:13",1678993789-22-Luxion,,,,,,"2023-03-16 22:15:13",
received,"Main raid",Xilian,Luxion,Mage,0,,,0,"Pattern: Sash of Ancient Power",45102,0,,"2023-03-23 00:00:00",1679604446-31-Luxion,,,,6,,"2023-03-23 21:58:59",
received,"Main raid",Xilian,Luxion,Mage,0,,,0,"Scale of Fates",45466,0,,"2023-03-30 00:00:00",1680203923-39-Luxion,,,,1,,"2023-03-30 20:49:41",
received,"Main raid",Xilian,Luxion,Mage,0,,,0,"Flare of the Heavens",45518,0,,"2023-04-23 00:00:00",1682276069-15-Luxion,,,,1,,"2023-04-23 20:33:23",
received,"Main raid",Xilian,Luxion,Mage,0,,,0,"Leggings of the Enslaved Idol",45488,0,,"2023-05-04 20:33:56",1683227940-27-Luxion,,,,2,,"2023-05-04 20:33:56",
received,"Main raid",Xilian,Luxion,Mage,0,,,0,Ironmender,45271,0,,"2023-05-11 00:00:00",1683832558-22-Luxion,,,,1,,"2023-05-11 21:35:02",
received,"Main raid",Xilian,Luxion,Mage,0,,,0,"Pharos Gloves",45665,0,,"2023-06-01 00:00:00",1685646287-15-Luxion,,,,1,,"2023-06-01 21:31:20",
received,"Main raid",Xilian,Luxion,Mage,0,,,1,"Torta's Oversized Choker",37794,0,,"2023-01-12 22:17:41",1673550505-37-Luxion,,,,,,"2023-01-12 22:17:41","2023-01-14 16:15:44"
received,"Main raid",Xilian,Luxion,Mage,0,,,2,"Mantle of the Lost Vanquisher",40639,1,,"2023-01-03 00:00:00",16832871382467192691,,,,,,"2023-01-05 18:52:09","2023-01-14 16:15:44"
received,"Main raid",Xilian,Luxion,Mage,0,,,3,"Extract of Necromantic Power",40373,0,,"2022-12-15 00:00:00",1671134513-12-Luxion,,,,,,"2022-12-15 21:45:06","2023-01-14 16:15:44"
received,"Main raid",Xilian,Luxion,Mage,0,,,4,"Life and Death",40336,0,,"2022-12-15 00:00:00",1671131874-33-Luxion,,,,,,"2022-12-15 21:45:06","2023-01-14 16:15:44"
received,"Main raid",Xilian,Luxion,Mage,0,,,5,"Dying Curse",40255,0,,"2022-12-08 00:00:00",1670528609-23-Luxion,,,,,,"2022-12-08 22:00:26","2023-01-14 16:15:44"
received,"Main raid",Xilian,Luxion,Mage,0,,,6,"Cincture of Polarity",40301,0,,"2022-12-01 00:00:00",1669923700-24-Luxion,,,,,,"2022-12-01 22:48:29","2023-01-14 16:15:44"
received,"Main raid",Xilian,Luxion,Mage,0,,,7,"Cowl of Vanity",40287,0,,"2022-12-01 00:00:00",1669923048-13-Luxion,,,,,,"2022-12-01 22:48:29","2023-01-14 16:15:44"
received,"Main raid",Xilian,Luxion,Mage,0,,,8,"Arcanic Tramplers",40558,0,,"2022-11-17 00:00:00",1668719280-76-Luxion,,,,,,"2022-11-17 21:57:26","2023-01-14 16:15:44"
received,"Main raid",Xilian,Luxion,Mage,0,,,9,"Unsullied Cuffs",44008,0,,"2022-11-17 00:00:00",1668713012-8-Luxion,,,,,,"2022-11-17 21:57:26","2023-01-14 16:15:44"
received,"Main raid",Xilian,Luxion,Mage,0,,,10,"Gauntlets of the Lost Vanquisher",40630,0,,"2022-11-10 00:00:00",166810866940630-Luxi,,,,,,"2022-11-10 22:24:03","2023-01-14 16:15:44"
received,"Main raid",Xilian,Luxion,Mage,0,,,11,"Boots of Forlorn Wishes",40326,0,,"2022-10-27 00:00:00",166690183540326-Luxi,,,,,,"2022-10-27 21:12:41","2023-01-14 16:15:44"
received,"Main raid",Xilian,Luxion,Mage,0,,,12,"Haunting Call",40408,0,,"2022-10-20 00:00:00",166629665540408-Luxi,,,,,,"2022-10-21 08:22:41","2023-01-14 16:15:44"
received,"Main raid",Xilian,Luxion,Mage,0,,,13,"Bands of Impurity",40198,0,,"2022-10-20 00:00:00",166629874640198-Luxi,,,,,,"2022-10-21 08:22:41","2023-01-14 16:15:44"
received,"Main raid",Xilian,Luxion,Mage,0,,,14,"Breastplate of the Lost Vanquisher",40627,0,,"2022-10-20 00:00:00",166629747540627-Luxi,,,,,,"2022-10-21 08:22:41","2023-01-14 16:15:44"
received,"Main raid",Xilian,Luxion,Mage,0,,,15,"Hood of Rationality",40562,0,,"2022-10-11 00:00:00",166551659440562-Luxi,,,,,,"2022-10-21 08:21:13","2023-01-14 16:15:44"
received,"Main raid",Xilian,Luxion,Mage,0,,,16,"Surplus Limb",40273,0,,"2022-10-09 00:00:00",166534406240273-Luxi,,,,,,"2022-10-21 08:17:28","2023-01-14 16:15:44"
received,"Main raid",Xilian,Luxion,Mage,0,,,17,"Shroud of Luminosity",40251,0,,"2022-10-09 00:00:00",166534586340251-Luxi,,,,,,"2022-10-21 08:17:28","2023-01-14 16:15:44"
received,"Main raid",Maagal,Maagal,Druid,0,,,0,"Shoulderpads of Dormant Energies",45136,1,,"2023-03-23 00:00:00",1679599170-1-Maagal,,,,2,,"2023-03-23 21:58:59",
received,"Main raid",Maagal,Maagal,Druid,0,,,0,"Pandora's Plea",45490,1,,"2023-03-23 00:00:00",1679607495-49-Maagal,,,,1,,"2023-03-23 21:58:59",
received,"Main raid",Maagal,Maagal,Druid,0,,,0,"Star-beaded Clutch",45616,0,,"2023-04-02 00:00:00",1680460661-1-Maagal,,,,1,,"2023-04-12 17:52:43",
received,"Main raid",Maagal,Maagal,Druid,0,,,0,"Crown of the Wayward Vanquisher",45640,0,,"2023-04-20 20:38:02",,,,,3,,"2023-04-20 20:38:02",
received,"Main raid",Maagal,Maagal,Druid,0,,,0,"Shackles of the Odalisque",45146,1,,"2023-04-27 00:00:00",,,,,3,,"2023-04-27 20:49:39",
received,"Main raid",Maagal,Maagal,Druid,0,,,0,"Reply-Code Alpha",46053,0,,"2023-05-11 00:00:00",1683831151-12-Maagal,,,,1,,"2023-05-11 21:35:02",
received,"Main raid",Maagal,Maagal,Druid,0,,,0,"Asimov's Drape",45493,1,,"2023-05-11 00:00:00",1683837111-10-Maagal,,,,3,,"2023-05-11 21:35:02",
received,"Main raid",Maagal,Maagal,Druid,0,,,0,"Handwraps of the Vigilant",45520,1,,"2023-05-11 00:00:00",1683838278-16-Maagal,,,,2,,"2023-05-11 21:35:02",
received,"Main raid",Maagal,Maagal,Druid,0,,,1,"Boots of Fiery Resolution",45135,0,,"2023-03-02 00:00:00",1677786341-3-Maagal,,,,2,,"2023-03-02 22:25:29","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,2,"Belt of the Darkspeaker",45508,0,,"2023-02-26 00:00:00",1677440866-5-Maagal,,,,4,,"2023-02-26 21:48:33","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,3,"Breastplate of the Wayward Vanquisher",45634,0,,"2023-02-23 00:00:00",1677182283-24-Maagal,,,,3,,"2023-02-23 22:16:44","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,4,"Sandals of the Ancient Keeper",45441,1,,"2023-02-16 00:00:00",1676577704-16-Maagal,,,,3,,"2023-02-16 22:02:11","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,5,"Mantle of the Wayward Vanquisher",45658,0,,"2023-02-12 00:00:00",1676239539-20-Maagal,,,,3,,"2023-02-12 22:40:12","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,6,"Vestments of the Blind Denizen",45519,0,,"2023-02-12 00:00:00",1676237522-13-Maagal,,,,2,,"2023-02-12 22:40:12","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,7,"Legplates of the Wayward Vanquisher",45655,0,,"2023-02-02 00:00:00",1675374722-31-Maagal,,,,2,,"2023-02-02 22:14:50","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,8,"Frozen Loop",45451,1,,"2023-02-02 00:00:00",1675371634-26-Maagal,,,,2,,"2023-02-02 22:14:50","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,9,"Malleable Steelweave Mantle",45492,0,,"2023-02-02 00:00:00",1675375575-37-Maagal,,,,4,,"2023-02-02 22:14:50","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,10,"Embrace of the Leviathan",45119,0,,"2023-02-02 00:00:00",1675365590-0-Maagal,,,,4,,"2023-02-02 22:14:50","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,11,"Gauntlets of the Wayward Vanquisher",45643,0,,"2023-01-22 00:00:00",1674425161-39-Maagal,,,,3,,"2023-01-24 08:44:19","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,12,"Leggings of Atrophy",39720,0,,"2022-12-15 00:00:00",1671132511-43-Maagal,,,,,,"2022-12-15 21:45:06","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,13,"Digested Silken Robes",40062,0,,"2022-12-15 00:00:00",1671134295-4-Maagal,,,,,,"2022-12-15 21:45:06","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,14,"Cloak of Averted Crisis",40254,0,,"2022-12-15 00:00:00",1671134222-1-Maagal,,,,,,"2022-12-15 21:45:06","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,15,"Illustration of the Dragon Soul",40432,0,,"2022-12-01 00:00:00",1669922123-7-Maagal,,,,,,"2022-12-01 22:48:29","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,16,"Thunderstorm Amulet",40064,1,,"2022-12-01 00:00:00",1669927015-2-Maagal,,,,,,"2022-12-01 22:48:29","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,17,"Idol of the Shooting Star",40321,1,,"2022-12-01 00:00:00",1669925943-57-Maagal,,,,,,"2022-12-01 22:48:29","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,18,"Gauntlets of the Lost Vanquisher",40630,0,,"2022-11-24 00:00:00",1669318992-4-Maagal,,,,,,"2022-11-24 21:48:02","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,19,"Matriarch's Spawn",39766,0,,"2022-11-24 00:00:00",1669321782-36-Maagal,,,,,,"2022-11-24 21:48:02","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,20,"Chains of Adoration",40071,0,,"2022-10-27 00:00:00",166689815340071-Maag,,,,,,"2022-10-27 21:12:41","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,21,"Legguards of the Boneyard",40379,0,,"2022-10-20 00:00:00",166629753840379-Maag,,,,,,"2022-10-21 08:22:41","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,22,"Unsullied Cuffs",44008,0,,"2022-10-20 00:00:00",166629939344008-Maag,,,,,,"2022-10-21 08:22:41","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,23,"Shackled Cinch",40341,0,,"2022-10-13 00:00:00",166569170440341-Maag,,,,,,"2022-10-21 08:22:05","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,24,"Torch of Holy Fire",40395,0,,"2022-10-13 00:00:00",166569529040395-Maag,,,,,,"2022-10-21 08:22:05","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,25,"Esteemed Bindings",40323,0,,"2022-10-13 00:00:00",166569162040323-Maag,,,,,,"2022-10-21 08:22:05","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,26,"Large Satchel of Spoils",43346,0,,"2022-10-13 00:00:00",166569483243346-Maag,,,,,,"2022-10-21 08:22:05","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,27,"Mantle of Shattered Kinship",40063,0,,"2022-10-13 00:00:00",166569086240063-Maag,,,,,,"2022-10-21 08:22:05","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,28,"The Sanctum's Flowing Vestments",44002,0,,"2022-10-11 00:00:00",166551899844002-Maag,,,,,,"2022-10-21 08:21:13","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,29,"Mantle of the Lost Vanquisher",40639,0,,"2022-10-09 00:00:00",166534641740639-Maag,,,,,,"2022-10-21 08:17:28","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,30,"Idol of Awakening",40342,0,,"2022-10-09 00:00:00",166535075040342-Maag,,,,,,"2022-10-21 08:17:28","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,31,"Headpiece of Fungal Bloom",40304,0,,"2022-10-09 00:00:00",166534775040304-Maag,,,,,,"2022-10-21 08:17:28","2023-03-02 22:31:11"
received,"Main raid",Maagal,Maagal,Druid,0,,,32,"Living Flame",45148,1,,"2023-03-02 22:31:11",,,,,2,,"2023-03-02 22:31:11","2023-03-02 22:31:11"
received,"Main raid",Nihill,Nihill,Priest,0,,,0,"Breastplate of the Wayward Conqueror",45632,0,,"2023-01-22 00:00:00",1674419816-28-Nihill,,,,3,,"2023-01-24 08:44:19",
received,"Main raid",Nihill,Nihill,Priest,0,,,0,"Shawl of Haunted Memories",45529,0,,"2023-01-24 00:00:00",1674591903-4-Nihill,,,,3,,"2023-01-24 21:17:01",
received,"Main raid",Nihill,Nihill,Priest,0,,,0,"Embrace of the Leviathan",45119,0,,"2023-01-26 00:00:00",1674760961-1-Nihill,,,,4,,"2023-01-26 22:08:29",
received,"Main raid",Nihill,Nihill,Priest,0,,,0,"Crown of the Wayward Conqueror",45638,0,,"2023-02-05 00:00:00",1675625470-1-Nihill,,,,2,,"2023-02-05 21:47:45",
received,"Main raid",Nihill,Nihill,Priest,0,,,0,"Legplates of the Wayward Conqueror",45653,0,,"2023-02-12 00:00:00",1676234637-8-Nihill,,,,2,,"2023-02-12 22:40:12",
received,"Main raid",Nihill,Nihill,Priest,0,,,0,"Guiding Star",45147,0,,"2023-02-23 00:00:00",1677178873-8-Nihill,,,,3,,"2023-02-23 22:16:44",
received,"Main raid",Nihill,Nihill,Priest,0,,,0,"Flare of the Heavens",45518,0,,"2023-02-26 00:00:00",1677441143-8-Nihill,,,,1,,"2023-02-26 21:48:33",
received,"Main raid",Nihill,Nihill,Priest,0,,,0,"Gauntlets of the Wayward Conqueror",45641,0,,"2023-03-12 00:00:00",,,,,3,,"2023-03-12 21:12:59",
received,"Main raid",Nihill,Nihill,Priest,0,,,0,"Mantle of the Wayward Conqueror",45656,0,,"2023-03-12 00:00:00",,,,,3,,"2023-03-12 21:12:59",
received,"Main raid",Nihill,Nihill,Priest,0,,,0,"Starshard Edge",45620,0,,"2023-03-16 22:15:13",1678999893-20-Nihill,,,,1,,"2023-03-16 22:15:13",
received,"Main raid",Nihill,Nihill,Priest,0,,,0,"Radiant Seal",45235,1,,"2023-03-23 00:00:00",1679602042-25-Nihill,,,,3,,"2023-03-23 21:58:59",
received,"Main raid",Nihill,Nihill,Priest,0,,,0,"Pendant of Fiery Havoc",45133,0,,"2023-03-30 00:00:00",1680200192-2-Nihill,,,,2,,"2023-03-30 20:49:41",
received,"Main raid",Nihill,Nihill,Priest,0,,,0,"Gauntlets of the Wayward Conqueror",45641,1,,"2023-03-30 00:00:00",1680205954-49-Nihill,,,,3,,"2023-03-30 20:49:41",
received,"Main raid",Nihill,Nihill,Priest,0,,,0,"Starwatcher's Binding",45619,0,,"2023-05-11 00:00:00",1683831393-16-Nihill,,,,1,,"2023-05-11 21:35:02",
received,"Main raid",Nihill,Nihill,Priest,0,,,0,"Breastplate of the Wayward Conqueror",45632,1,,"2023-05-11 00:00:00",1683834581-31-Nihill,,,,3,,"2023-05-11 21:35:02",
received,"Main raid",Nihill,Nihill,Priest,0,,,0,"Scale of Fates",45466,0,,"2023-06-01 00:00:00",1685642691-1-Nihill,,,,1,,"2023-06-01 21:31:20",
received,"Main raid",Nihill,Nihill,Priest,0,,,1,"Heroic Key to the Focusing Iris",44577,0,,"2023-01-19 20:46:00",1674158181-61-Nihill,,,,,,"2023-01-19 20:46:00","2023-01-19 20:47:15"
received,"Main raid",Nihill,Nihill,Priest,0,,,2,"Gauntlets of the Lost Conqueror",40628,0,,"2023-01-12 22:17:41",1673556468-83-Nihill,,,,,,"2023-01-12 22:17:41","2023-01-19 20:47:15"
received,"Main raid",Nihill,Nihill,Priest,0,,,3,"Distorted Limbs",40060,0,,"2023-01-12 22:17:41",1673550951-46-Nihill,,,,,,"2023-01-12 22:17:41","2023-01-19 20:47:15"
received,"Main raid",Nihill,Nihill,Priest,0,,,4,"Living Ice Crystals",40532,0,,"2023-01-12 22:17:41",1673556615-90-Nihill,,,,,,"2023-01-12 22:17:41","2023-01-19 20:47:15"
received,"Main raid",Nihill,Nihill,Priest,0,,,5,"Heigan's Putrid Vestments",40234,0,,"2023-01-05 21:44:10",1672951166-37-Nihill,,,,,,"2023-01-05 21:44:10","2023-01-19 20:47:15"
received,"Main raid",Nihill,Nihill,Priest,0,,,6,"Gloves of Grandeur",40380,0,,"2022-12-15 00:00:00",1671134339-6-Nihill,,,,,,"2022-12-15 21:45:06","2023-01-19 20:47:15"
received,"Main raid",Nihill,Nihill,Priest,0,,,7,"Unsullied Cuffs",44008,0,,"2022-12-15 00:00:00",1671128783-5-Nihill,,,,,,"2022-12-15 21:45:06","2023-01-19 20:47:15"
received,"Main raid",Nihill,Nihill,Priest,0,,,8,"Surplus Limb",40273,0,,"2022-12-08 00:00:00",1670527845-14-Nihill,,,,,,"2022-12-08 22:00:26","2023-01-19 20:47:15"
received,"Main raid",Nihill,Nihill,Priest,0,,,9,"Reins of the Twilight Drake",43954,0,,"2022-12-08 00:00:00",1670527195-8-Nihill,,,,,,"2022-12-08 22:00:26","2023-01-19 20:47:15"
received,"Main raid",Nihill,Nihill,Priest,0,,,10,"Dragon Hide Bag",43345,0,,"2022-12-08 00:00:00",1670526700-1-Nihill,,,,,,"2022-12-08 22:00:26","2023-01-19 20:47:15"
received,"Main raid",Nihill,Nihill,Priest,0,,,11,"Cowl of Innocent Delight",40247,1,,"2022-12-01 00:00:00",1669924524-30-Nihill,,,,,,"2022-12-01 22:48:29","2023-01-19 20:47:15"
received,"Main raid",Nihill,Nihill,Priest,0,,,12,"Signet of Manifested Pain",40399,0,,"2022-11-03 00:00:00",166751068240399-Nihi,,,,,,"2022-11-03 22:46:29","2023-01-19 20:47:15"
received,"Main raid",Nihill,Nihill,Priest,0,,,13,"Boots of Persuasion",40269,0,,"2022-11-03 00:00:00",166750480740269-Nihi,,,,,,"2022-11-03 22:46:29","2023-01-19 20:47:15"
received,"Main raid",Nihill,Nihill,Priest,0,,,14,"Mantle of Dissemination",40555,0,,"2022-10-27 00:00:00",166690154740555-Nihi,,,,,,"2022-10-27 21:12:41","2023-01-19 20:47:15"
received,"Main raid",Nihill,Nihill,Priest,0,,,15,"Cowl of Vanity",40287,0,,"2022-10-20 00:00:00",166629369040287-Nihi,,,,,,"2022-10-21 08:22:41","2023-01-19 20:47:15"
received,"Main raid",Nihill,Nihill,Priest,0,,,16,"Legplates of the Lost Conqueror",40634,0,,"2022-10-20 00:00:00",166629570840634-Nihi,,,,,,"2022-10-21 08:22:41","2023-01-19 20:47:15"
received,"Main raid",Nihill,Nihill,Priest,0,,,17,"Breastplate of the Lost Conqueror",40625,0,,"2022-10-20 00:00:00",166629421840625-Nihi,,,,,,"2022-10-21 08:22:41","2023-01-19 20:47:15"
received,"Main raid",Nihill,Nihill,Priest,0,,,18,"Extract of Necromantic Power",40373,0,,"2022-10-13 00:00:00",166569320440373-Nihi,,,,,,"2022-10-21 08:22:05","2023-01-19 20:47:15"
received,"Main raid",Nihill,Nihill,Priest,0,,,19,"Gemmed Wand of the Nerubians",39712,0,,"2022-10-09 00:00:00",166534831239712-Nihi,,,,,,"2022-10-21 08:17:28","2023-01-19 20:47:15"
received,"Main raid",Nihill,Nihill,Priest,0,,,20,"The Impossible Dream",40244,0,,"2022-10-09 00:00:00",166535068940244-Nihi,,,,,,"2022-10-21 08:17:28","2023-01-19 20:47:15"
received,"Main raid","Nukacija (Nexshelby)",Nukacija,Warrior,0,,"Old school guy",1,"Inevitable Defeat",40406,0,,"2022-12-08 00:00:00",1670528542-22-Nukaci,,,,,,"2022-12-08 22:00:26","2023-01-19 20:47:59"
received,"Main raid","Nukacija (Nexshelby)",Nukacija,Warrior,0,,"Old school guy",2,"Gauntlets of the Lost Protector",40629,1,,"2022-12-01 00:00:00",1669922091-5-Nukacij,,,,,,"2022-12-01 22:48:29","2023-01-19 20:47:59"
received,"Main raid","Nukacija (Nexshelby)",Nukacija,Warrior,0,,"Old school guy",3,"Mantle of the Lost Protector",40638,1,,"2022-12-01 00:00:00",1669923681-21-Nukaci,,,,,,"2022-12-01 22:48:29","2023-01-19 20:47:59"
received,"Main raid","Nukacija (Nexshelby)",Nukacija,Warrior,0,,"Old school guy",4,"Split Greathammer",40264,1,,"2022-11-24 00:00:00",1669320720-19-Nukaci,,,,,,"2022-11-24 21:48:02","2023-01-19 20:47:59"
received,"Main raid","Nukacija (Nexshelby)",Nukacija,Warrior,0,,"Old school guy",5,"Chestguard of the Exhausted",40279,1,,"2022-11-24 00:00:00",1669320571-12-Nukaci,,,,,,"2022-11-24 21:48:02","2023-01-19 20:47:59"
received,"Main raid","Nukacija (Nexshelby)",Nukacija,Warrior,0,,"Old school guy",6,"Cryptfiend's Bite",40208,0,,"2022-11-24 00:00:00",1669322631-48-Nukaci,,,,,,"2022-11-24 21:48:02","2023-01-19 20:47:59"
received,"Main raid","Nukacija (Nexshelby)",Nukacija,Warrior,0,,"Old school guy",7,Heritage,40069,1,,"2022-11-17 00:00:00",1668715830-27-Nukaci,,,,,,"2022-11-17 21:57:26","2023-01-19 20:47:59"
received,"Main raid","Nukacija (Nexshelby)",Nukacija,Warrior,0,,"Old school guy",8,"Legplates of the Lost Protector",40635,1,,"2022-11-17 00:00:00",1668714733-21-Nukaci,,,,,,"2022-11-17 21:57:26","2023-01-19 20:47:59"
received,"Main raid","Nukacija (Nexshelby)",Nukacija,Warrior,0,,"Old school guy",9,"Chestguard of the Recluse",40539,0,,"2022-11-17 00:00:00",1668719352-78-Nukaci,,,,,,"2022-11-17 21:57:26","2023-01-19 20:47:59"
received,"Main raid","Nukacija (Nexshelby)",Nukacija,Warrior,0,,"Old school guy",10,"Heroic Key to the Focusing Iris",44577,0,,"2022-11-03 00:00:00",166750939044577-Nuka,,,,,,"2022-11-03 22:46:29","2023-01-19 20:47:59"
